flight_id,airline,origin_airport,destination_airport,flight_day,scheduled_hour,weather_condition,passenger_count,previous_delay_minutes,security_wait_minutes,gate_changes,delayed
FL1241,AirBlue,BKK,DOH,Tuesday,7,Clear,169.0,0.0,35.0,0,1
FL1242,PIA,LHE,KHI,Friday,6,Rain,171.0,0.0,24.0,0,1
FL1243,FlyJinnah,SIN,LHR,Thursday,9,Cloudy,168.0,0.0,7.0,0,0
FL1244,SereneAir,JFK,ISB,Wednesday,19,Clear,135.0,23.0,23.0,0,0
FL1245,FlyJinnah,LHR,KHI,Monday,19,Cloudy,134.0,32.0,21.0,0,1
FL1246,PIA,LHE,BKK,Tuesday,12,Cloudy,140.0,68.0,12.0,0,1
FL1247,SereneAir,JFK,LHR,Tuesday,9,Clear,158.0,52.0,14.0,1,0
FL1248,Qatar,BKK,DXB,Sunday,16,Rain,192.0,9.0,14.0,1,0
FL1249,Emirates,SIN,LHE,Tuesday,8,Cloudy,145.0,13.0,22.0,0,0
FL1250,Qatar,DOH,KHI,Tuesday,7,Storm,229.0,13.0,34.0,0,1
FL1251,SereneAir,DXB,IST,Saturday,17,Clear,129.0,41.0,19.0,0,0
FL1252,FlyJinnah,KHI,DXB,Saturday,16,Cloudy,174.0,5.0,12.0,0,0
FL1253,Turkish,IST,BKK,Saturday,15,Clear,118.0,1.0,23.0,0,0
FL1254,PIA,DOH,JFK,Friday,9,Clear,147.0,73.0,8.0,0,0
FL1255,Emirates,LHE,ISB,Sunday,8,Clear,157.0,27.0,28.0,0,1
FL1256,Emirates,JFK,BKK,Sunday,5,Cloudy,240.0,0.0,19.0,0,1
FL1257,Turkish,KHI,SIN,Thursday,19,Clear,154.0,70.0,22.0,0,0
FL1258,Turkish,SIN,DOH,Thursday,10,Clear,165.0,0.0,15.0,0,0
FL1259,AirBlue,ISB,DXB,Wednesday,10,Storm,181.0,50.0,16.0,1,1
FL1260,FlyJinnah,IST,ISB,Thursday,19,Clear,113.0,17.0,13.0,0,0
FL1261,AirBlue,DXB,BKK,Sunday,8,Clear,167.0,26.0,23.0,0,1
FL1262,Qatar,ISB,LHE,Thursday,17,Fog,154.0,58.0,8.0,0,1
FL1263,Turkish,LHR,SIN,Wednesday,18,Clear,113.0,0.0,24.0,0,1
FL1264,FlyJinnah,LHE,SIN,Saturday,7,Clear,186.0,9.0,43.0,0,1
FL1265,Emirates,DOH,BKK,Saturday,17,Fog,111.0,16.0,20.0,1,1
FL1266,Qatar,ISB,DOH,Saturday,9,Cloudy,91.0,34.0,7.0,0,1
FL1267,SereneAir,ISB,DOH,Friday,7,Clear,216.0,9.0,32.0,0,1
FL1268,AirBlue,LHR,JFK,Saturday,8,Clear,143.0,17.0,21.0,0,1
FL1269,Qatar,JFK,DXB,Tuesday,17,Clear,140.0,11.0,24.0,1,1
FL1270,Qatar,BKK,IST,Monday,8,Clear,202.0,44.0,18.0,0,0
FL1271,Emirates,LHR,SIN,Wednesday,16,Fog,121.0,29.0,23.0,1,0
FL1272,Turkish,LHE,DXB,Wednesday,15,Clear,198.0,22.0,23.0,0,0
FL1273,Qatar,DOH,KHI,Monday,9,Rain,200.0,71.0,13.0,2,1
FL1274,AirBlue,BKK,DOH,Saturday,18,,151.0,16.0,23.0,0,1
FL1275,AirBlue,SIN,ISB,Monday,8,Cloudy,200.0,0.0,29.0,0,0
FL1276,SereneAir,DOH,BKK,Saturday,19,Clear,149.0,21.0,15.0,0,1
FL1277,Qatar,IST,DOH,Friday,14,Clear,228.0,11.0,18.0,0,0
FL1278,FlyJinnah,SIN,LHR,Tuesday,18,Cloudy,180.0,0.0,23.0,0,1
FL1279,AirBlue,DXB,IST,Saturday,7,Cloudy,156.0,0.0,25.0,0,1
FL1280,Qatar,DXB,KHI,Wednesday,17,Fog,207.0,2.0,31.0,0,1
FL1281,Qatar,DOH,BKK,Monday,16,Clear,184.0,85.0,9.0,0,1
FL1282,AirBlue,LHE,BKK,Wednesday,8,Clear,167.0,12.0,18.0,0,1
FL1283,SereneAir,SIN,LHE,Thursday,18,Cloudy,138.0,0.0,31.0,0,0
FL1284,AirBlue,DXB,LHE,Sunday,15,Rain,198.0,0.0,10.0,0,0
FL1285,Emirates,KHI,BKK,Sunday,17,Rain,183.0,31.0,4.0,0,0
FL1286,AirBlue,DXB,LHE,Monday,17,Rain,161.0,1.0,16.0,0,0
FL1287,Emirates,ISB,LHR,Thursday,13,Clear,226.0,22.0,21.0,0,0
FL1288,Turkish,DOH,DXB,Sunday,6,,90.0,85.0,12.0,0,1
FL1289,SereneAir,LHR,LHE,Saturday,17,Storm,174.0,4.0,10.0,0,0
FL1290,PIA,LHE,JFK,Thursday,8,Cloudy,98.0,0.0,19.0,0,1
FL1291,SereneAir,LHE,ISB,Thursday,8,Clear,168.0,0.0,25.0,0,0
FL1292,Qatar,BKK,LHR,Wednesday,17,Clear,111.0,4.0,25.0,0,0
FL1293,SereneAir,KHI,LHR,Thursday,8,Rain,111.0,10.0,22.0,0,1
FL1294,SereneAir,IST,ISB,Sunday,16,Cloudy,127.0,,25.0,0,1
FL1295,Qatar,BKK,ISB,Monday,18,Clear,136.0,11.0,26.0,0,1
FL1296,PIA,IST,SIN,Wednesday,17,Cloudy,169.0,,25.0,0,0
FL1297,AirBlue,LHR,IST,Monday,6,Clear,139.0,0.0,7.0,0,1
FL1298,SereneAir,JFK,DOH,Monday,15,Rain,179.0,32.0,27.0,0,0
FL1299,PIA,KHI,BKK,Thursday,7,Rain,168.0,9.0,26.0,1,1
FL1300,SereneAir,LHE,ISB,Thursday,13,Cloudy,211.0,7.0,21.0,1,1
FL1301,PIA,IST,JFK,Friday,15,Rain,222.0,45.0,24.0,1,0
FL1302,SereneAir,LHR,ISB,Wednesday,13,Clear,128.0,28.0,10.0,0,1
FL1303,AirBlue,SIN,DXB,Wednesday,5,Rain,195.0,11.0,17.0,0,0
FL1304,Emirates,LHE,KHI,Sunday,6,Cloudy,80.0,21.0,9.0,0,0
FL1305,AirBlue,BKK,IST,Friday,9,Cloudy,143.0,10.0,11.0,0,1
FL1306,Qatar,IST,SIN,Wednesday,16,Clear,244.0,,16.0,0,0
FL1307,AirBlue,IST,DXB,Wednesday,18,Clear,208.0,0.0,25.0,0,0
FL1308,Qatar,LHR,DXB,Wednesday,8,Fog,174.0,29.0,15.0,1,0
FL1309,AirBlue,SIN,LHE,Thursday,20,Clear,85.0,12.0,8.0,0,1
FL1310,Qatar,JFK,LHE,Wednesday,17,Clear,206.0,33.0,26.0,0,0
FL1311,PIA,KHI,BKK,Friday,19,Clear,155.0,3.0,20.0,0,0
FL1312,FlyJinnah,BKK,KHI,Wednesday,8,Rain,198.0,32.0,14.0,0,1
FL1313,PIA,ISB,LHE,Monday,14,Cloudy,115.0,17.0,16.0,0,0
FL1314,FlyJinnah,SIN,DOH,Wednesday,7,Clear,149.0,55.0,22.0,0,1
FL1315,Qatar,IST,SIN,Wednesday,16,Cloudy,165.0,4.0,22.0,0,0
FL1316,Qatar,BKK,KHI,Sunday,7,Cloudy,184.0,36.0,33.0,0,0
FL1317,SereneAir,IST,KHI,Sunday,8,Fog,107.0,27.0,39.0,1,1
FL1318,SereneAir,JFK,BKK,Monday,18,Cloudy,79.0,0.0,36.0,1,0
FL1319,Qatar,BKK,LHE,Sunday,6,Clear,196.0,18.0,10.0,0,1
FL1320,Emirates,IST,BKK,Friday,17,Rain,103.0,20.0,22.0,1,1
FL1321,Qatar,KHI,ISB,Tuesday,20,Cloudy,231.0,0.0,,0,0
FL1322,Qatar,IST,BKK,Sunday,6,Clear,187.0,62.0,18.0,0,0
FL1323,AirBlue,JFK,LHR,Tuesday,19,Clear,148.0,0.0,16.0,0,0
FL1324,Qatar,IST,LHR,Monday,10,Fog,137.0,18.0,23.0,0,1
FL1325,PIA,JFK,DOH,Tuesday,10,Cloudy,184.0,16.0,16.0,0,1
FL1326,Turkish,JFK,LHR,Monday,9,Clear,171.0,20.0,14.0,0,0
FL1327,Emirates,LHR,IST,Saturday,19,Clear,202.0,0.0,,0,1
FL1328,PIA,LHE,SIN,Tuesday,5,Clear,130.0,23.0,11.0,0,0
FL1329,Qatar,DXB,JFK,Sunday,8,Clear,107.0,30.0,17.0,0,0
FL1330,PIA,BKK,LHE,Tuesday,13,Rain,155.0,38.0,14.0,1,0
FL1331,Qatar,LHR,LHE,Sunday,13,Clear,171.0,11.0,21.0,0,0
FL1332,Turkish,DOH,ISB,Tuesday,9,Clear,118.0,73.0,7.0,0,1
FL1333,Turkish,LHR,SIN,Monday,18,Clear,154.0,0.0,33.0,0,0
FL1334,AirBlue,SIN,LHE,Thursday,7,Clear,170.0,18.0,23.0,0,0
FL1335,SereneAir,LHR,SIN,Tuesday,5,Rain,176.0,16.0,10.0,0,0
FL1336,Turkish,SIN,KHI,Monday,16,Cloudy,130.0,55.0,18.0,1,1
FL1337,FlyJinnah,DOH,LHR,Tuesday,7,Clear,237.0,12.0,31.0,0,0
FL1338,PIA,KHI,BKK,Sunday,16,Clear,149.0,87.0,16.0,0,1
FL1339,Turkish,ISB,KHI,Friday,9,Rain,112.0,34.0,20.0,1,1
FL1340,SereneAir,ISB,KHI,Monday,13,Clear,211.0,85.0,20.0,0,1
FL1341,AirBlue,SIN,JFK,Friday,5,Clear,206.0,0.0,18.0,0,0
FL1342,Emirates,JFK,KHI,Thursday,7,Clear,199.0,0.0,28.0,0,0
FL1343,Turkish,DOH,IST,Sunday,18,Fog,173.0,23.0,27.0,0,1
FL1344,Emirates,ISB,IST,Wednesday,17,Clear,208.0,0.0,35.0,0,1
FL1345,AirBlue,LHR,JFK,Monday,16,Cloudy,149.0,35.0,12.0,0,0
FL1346,FlyJinnah,ISB,DXB,Monday,6,Cloudy,127.0,,17.0,0,0
FL1347,Turkish,SIN,JFK,Wednesday,12,Clear,242.0,0.0,26.0,0,0
FL1348,FlyJinnah,DOH,ISB,Friday,17,Clear,107.0,0.0,,0,1
FL1349,PIA,ISB,LHR,Friday,17,Rain,224.0,1.0,32.0,1,1
FL1350,Qatar,DOH,BKK,Thursday,8,Fog,186.0,16.0,29.0,1,0
FL1351,AirBlue,DXB,SIN,Saturday,20,Clear,246.0,60.0,21.0,0,1
FL1352,FlyJinnah,LHR,DXB,Friday,7,Clear,115.0,11.0,23.0,0,1
FL1353,Turkish,KHI,LHR,Friday,17,Cloudy,173.0,5.0,34.0,0,0
FL1354,Emirates,BKK,ISB,Thursday,5,Rain,140.0,33.0,26.0,0,0
FL1355,PIA,BKK,SIN,Wednesday,17,Clear,177.0,19.0,23.0,0,1
FL1356,Qatar,IST,DOH,Wednesday,13,Rain,196.0,10.0,19.0,1,1
FL1357,FlyJinnah,JFK,ISB,Thursday,9,Fog,142.0,5.0,11.0,1,1
FL1358,Emirates,ISB,DXB,Saturday,18,Fog,156.0,4.0,27.0,1,0
FL1359,PIA,SIN,IST,Friday,19,Clear,134.0,0.0,28.0,0,1
FL1360,SereneAir,LHR,ISB,Monday,9,Clear,219.0,31.0,13.0,0,0
FL1361,Turkish,IST,JFK,Friday,5,Cloudy,179.0,66.0,16.0,1,1
FL1362,FlyJinnah,KHI,ISB,Monday,17,Rain,213.0,60.0,24.0,1,1
FL1363,SereneAir,ISB,SIN,Saturday,11,Rain,176.0,46.0,25.0,0,1
FL1364,AirBlue,LHR,JFK,Tuesday,19,Clear,168.0,10.0,22.0,0,0
FL1365,Emirates,DOH,SIN,Sunday,7,Clear,127.0,7.0,22.0,0,0
FL1366,FlyJinnah,LHE,LHR,Thursday,21,Clear,199.0,0.0,10.0,0,1
FL1367,Qatar,LHR,JFK,Sunday,14,Clear,202.0,0.0,14.0,0,0
FL1368,FlyJinnah,KHI,BKK,Wednesday,13,Clear,158.0,23.0,23.0,0,0
FL1369,FlyJinnah,SIN,LHE,Monday,7,Clear,117.0,0.0,21.0,0,1
FL1370,Emirates,DOH,IST,Saturday,18,Rain,213.0,30.0,29.0,1,1
FL1371,AirBlue,IST,DOH,Friday,19,Clear,171.0,19.0,13.0,0,1
FL1372,SereneAir,KHI,LHE,Monday,7,Clear,188.0,3.0,19.0,0,1
FL1373,SereneAir,BKK,SIN,Thursday,5,Fog,147.0,14.0,19.0,1,0
FL1374,FlyJinnah,SIN,ISB,Monday,6,Clear,189.0,9.0,13.0,0,0
FL1375,FlyJinnah,SIN,JFK,Monday,18,Clear,139.0,0.0,25.0,0,1
FL1376,Qatar,DOH,KHI,Friday,16,Rain,118.0,0.0,14.0,1,1
FL1377,Emirates,KHI,ISB,Thursday,20,Cloudy,132.0,0.0,18.0,0,0
FL1378,FlyJinnah,KHI,LHR,Monday,14,Clear,172.0,0.0,18.0,0,0
FL1379,FlyJinnah,LHR,KHI,Friday,8,Clear,171.0,33.0,28.0,0,0
FL1380,Emirates,SIN,IST,Sunday,9,Rain,158.0,13.0,12.0,1,0
FL1381,Turkish,KHI,LHR,Friday,5,Storm,113.0,0.0,18.0,1,0
FL1382,FlyJinnah,BKK,KHI,Tuesday,15,Storm,218.0,2.0,21.0,1,1
FL1383,PIA,ISB,SIN,Monday,8,Clear,258.0,8.0,29.0,0,0
FL1384,Qatar,SIN,DXB,Friday,7,Cloudy,161.0,68.0,31.0,2,1
FL1385,PIA,IST,KHI,Thursday,12,Clear,181.0,0.0,13.0,0,0
FL1386,AirBlue,DOH,BKK,Monday,6,Clear,198.0,0.0,11.0,0,0
FL1387,FlyJinnah,KHI,JFK,Thursday,8,Clear,162.0,62.0,29.0,0,1
FL1388,FlyJinnah,SIN,KHI,Wednesday,9,Clear,198.0,0.0,20.0,0,1
FL1389,FlyJinnah,IST,DOH,Thursday,18,Clear,178.0,73.0,28.0,0,1
FL1390,Emirates,DXB,SIN,Saturday,17,Clear,132.0,15.0,27.0,0,0
FL1391,SereneAir,LHR,LHE,Thursday,6,Cloudy,132.0,40.0,4.0,0,0
FL1392,PIA,LHR,JFK,Thursday,8,Clear,143.0,0.0,23.0,0,1
FL1393,FlyJinnah,LHR,JFK,Saturday,7,Cloudy,174.0,35.0,27.0,0,1
FL1394,Qatar,JFK,DXB,Tuesday,6,Clear,145.0,100.0,8.0,1,1
FL1395,SereneAir,BKK,LHR,Thursday,20,Rain,142.0,39.0,12.0,0,0
FL1396,AirBlue,JFK,KHI,Friday,17,Clear,187.0,0.0,25.0,0,1
FL1397,PIA,LHE,DXB,Saturday,7,Clear,170.0,0.0,19.0,0,1
FL1398,Turkish,DOH,LHE,Friday,19,Clear,147.0,47.0,18.0,0,1
FL1399,AirBlue,BKK,LHE,Tuesday,5,Clear,82.0,37.0,12.0,0,0
FL1400,Turkish,KHI,ISB,Thursday,14,Rain,89.0,25.0,26.0,0,0
FL1401,Emirates,ISB,KHI,Wednesday,15,Clear,128.0,24.0,13.0,0,1
FL1402,Turkish,LHR,JFK,Tuesday,19,Clear,173.0,36.0,19.0,0,0
FL1403,Qatar,IST,KHI,Saturday,16,,171.0,33.0,,0,0
FL1404,AirBlue,IST,ISB,Wednesday,21,Cloudy,147.0,18.0,8.0,0,0
FL1405,SereneAir,IST,DXB,Friday,13,Cloudy,139.0,1.0,28.0,0,0
FL1406,SereneAir,JFK,ISB,Tuesday,5,Clear,161.0,5.0,20.0,0,0
FL1407,SereneAir,DXB,ISB,Wednesday,8,Cloudy,191.0,16.0,19.0,1,1
FL1408,PIA,LHE,JFK,Saturday,18,Clear,183.0,12.0,23.0,0,0
FL1409,FlyJinnah,BKK,SIN,Sunday,14,Cloudy,156.0,2.0,15.0,0,0
FL1410,FlyJinnah,LHE,ISB,Sunday,14,Clear,163.0,0.0,24.0,0,1
FL1411,PIA,LHR,IST,Sunday,15,Clear,201.0,0.0,21.0,0,1
FL1412,Qatar,IST,DOH,Tuesday,6,Clear,192.0,42.0,20.0,0,0
FL1413,AirBlue,JFK,SIN,Monday,17,Clear,122.0,34.0,7.0,0,0
FL1414,FlyJinnah,DOH,LHR,Monday,19,Clear,217.0,17.0,,0,0
FL1415,SereneAir,IST,LHE,Wednesday,6,Clear,,24.0,16.0,0,0
FL1416,Emirates,KHI,IST,Tuesday,17,Clear,191.0,0.0,22.0,0,0
FL1417,AirBlue,LHE,KHI,Friday,14,Cloudy,163.0,46.0,26.0,0,0
FL1418,Qatar,LHR,SIN,Monday,11,Cloudy,177.0,3.0,15.0,0,1
FL1419,Qatar,ISB,DXB,Wednesday,12,Cloudy,154.0,93.0,6.0,0,0
FL1420,Turkish,IST,LHR,Saturday,18,Clear,166.0,10.0,20.0,0,1
FL1421,Turkish,IST,JFK,Monday,18,Clear,143.0,10.0,23.0,0,0
FL1422,AirBlue,DOH,SIN,Tuesday,14,Clear,170.0,0.0,29.0,0,1
FL1423,Qatar,LHE,ISB,Sunday,5,Cloudy,144.0,19.0,21.0,0,0
FL1424,PIA,BKK,IST,Thursday,8,Clear,193.0,43.0,31.0,0,1
FL1425,Qatar,LHE,DXB,Tuesday,9,Clear,208.0,26.0,20.0,0,1
FL1426,PIA,IST,LHR,Wednesday,10,Fog,164.0,88.0,19.0,1,1
FL1427,AirBlue,DXB,IST,Thursday,6,Rain,124.0,0.0,18.0,1,0
FL1428,SereneAir,KHI,LHR,Wednesday,7,Clear,193.0,23.0,18.0,0,1
FL1429,Qatar,IST,SIN,Thursday,19,Rain,113.0,27.0,23.0,0,0
FL1430,Turkish,IST,KHI,Friday,14,Clear,227.0,,15.0,1,1
FL1431,FlyJinnah,DOH,IST,Sunday,8,Rain,179.0,26.0,23.0,0,1
FL1432,SereneAir,DOH,BKK,Wednesday,17,Clear,167.0,0.0,19.0,0,1
FL1433,PIA,ISB,JFK,Tuesday,13,Clear,197.0,0.0,20.0,0,1
FL1434,Turkish,ISB,DOH,Thursday,14,Clear,135.0,20.0,7.0,0,0
FL1435,SereneAir,DXB,SIN,Monday,10,Clear,124.0,8.0,23.0,0,0
FL1436,FlyJinnah,DXB,LHR,Friday,20,Fog,172.0,0.0,12.0,0,0
FL1437,FlyJinnah,LHE,KHI,Monday,18,Clear,205.0,19.0,28.0,0,0
FL1438,SereneAir,ISB,DOH,Saturday,8,Clear,124.0,23.0,16.0,1,1
FL1439,PIA,SIN,LHE,Tuesday,17,Clear,197.0,0.0,20.0,0,0
FL1440,SereneAir,DXB,BKK,Sunday,9,Cloudy,182.0,0.0,11.0,0,0
FL1441,Turkish,SIN,LHR,Thursday,5,Rain,181.0,0.0,21.0,1,0
FL1442,Turkish,SIN,JFK,Sunday,17,Clear,202.0,0.0,24.0,0,0
FL1443,Emirates,ISB,SIN,Tuesday,20,Cloudy,196.0,44.0,37.0,0,1
FL1444,FlyJinnah,IST,DXB,Sunday,18,Clear,83.0,79.0,25.0,0,1
FL1445,Qatar,DXB,KHI,Saturday,18,Fog,127.0,65.0,30.0,1,1
FL1446,Qatar,IST,BKK,Thursday,7,Clear,211.0,13.0,25.0,0,0
FL1447,PIA,LHE,KHI,Thursday,17,Clear,90.0,88.0,26.0,1,1
FL1448,Turkish,ISB,LHE,Thursday,16,Clear,177.0,0.0,23.0,1,0
FL1449,PIA,LHR,ISB,Friday,21,Clear,152.0,64.0,13.0,0,1
FL1450,Qatar,LHE,LHR,Friday,7,Rain,155.0,28.0,25.0,0,0
FL1451,Qatar,LHE,SIN,Saturday,8,Clear,126.0,9.0,33.0,0,1
FL1452,FlyJinnah,LHE,ISB,Friday,5,Clear,217.0,16.0,10.0,0,0
FL1453,SereneAir,DOH,DXB,Wednesday,18,Clear,133.0,0.0,10.0,1,1
FL1454,SereneAir,LHE,IST,Tuesday,16,Clear,158.0,101.0,22.0,1,1
FL1455,Turkish,ISB,DOH,Friday,10,Rain,250.0,14.0,19.0,1,1
FL1456,FlyJinnah,DOH,BKK,Sunday,6,Cloudy,131.0,20.0,7.0,0,0
FL1457,Qatar,SIN,LHE,Monday,9,Cloudy,122.0,20.0,13.0,0,0
FL1458,PIA,JFK,LHR,Sunday,12,Rain,203.0,10.0,24.0,0,0
FL1459,AirBlue,ISB,IST,Tuesday,16,Clear,184.0,29.0,23.0,0,0
FL1460,AirBlue,DXB,JFK,Thursday,16,Cloudy,204.0,,8.0,0,0
FL1461,Qatar,LHR,JFK,Friday,13,Cloudy,141.0,17.0,9.0,0,1
FL1462,Turkish,DOH,DXB,Monday,9,Cloudy,162.0,0.0,17.0,1,1
FL1463,Emirates,LHR,JFK,Tuesday,18,Cloudy,254.0,0.0,23.0,0,1
FL1464,SereneAir,KHI,ISB,Tuesday,13,Cloudy,129.0,48.0,13.0,0,1
FL1465,SereneAir,LHE,DXB,Wednesday,19,Clear,218.0,50.0,24.0,0,1
FL1466,Turkish,KHI,IST,Friday,19,Clear,207.0,2.0,32.0,1,0
FL1467,Qatar,LHE,ISB,Monday,12,Clear,163.0,13.0,4.0,0,0
FL1468,Emirates,DOH,ISB,Wednesday,8,Fog,145.0,14.0,20.0,0,0
FL1469,FlyJinnah,LHR,SIN,Tuesday,16,Clear,200.0,13.0,25.0,0,1
FL1470,Qatar,BKK,KHI,Friday,8,Clear,167.0,19.0,29.0,0,1
FL1471,PIA,DOH,SIN,Thursday,5,Rain,90.0,6.0,13.0,1,0
FL1472,Turkish,BKK,KHI,Sunday,12,Clear,207.0,2.0,13.0,0,0
FL1473,PIA,DOH,JFK,Thursday,8,Clear,153.0,9.0,16.0,0,0
FL1474,Turkish,LHR,DOH,Wednesday,17,Cloudy,151.0,2.0,24.0,0,0
FL1475,AirBlue,ISB,IST,Wednesday,19,Clear,163.0,17.0,13.0,0,1
FL1476,AirBlue,BKK,JFK,Thursday,18,Rain,164.0,8.0,29.0,0,1
FL1477,FlyJinnah,SIN,BKK,Monday,7,Clear,138.0,3.0,16.0,0,1
FL1478,Emirates,JFK,LHE,Tuesday,6,Clear,196.0,12.0,8.0,0,1
FL1479,Emirates,BKK,SIN,Thursday,22,Clear,216.0,57.0,10.0,0,0
FL1480,AirBlue,KHI,LHE,Tuesday,17,Fog,178.0,62.0,13.0,1,1
FL1481,PIA,DOH,SIN,Sunday,17,Storm,184.0,,23.0,1,1
FL1482,Turkish,ISB,BKK,Saturday,19,Rain,235.0,75.0,28.0,0,1
FL1483,Turkish,JFK,LHR,Tuesday,19,Clear,,40.0,24.0,0,1
FL1484,PIA,LHE,JFK,Thursday,18,Fog,247.0,15.0,41.0,1,1
FL1485,SereneAir,ISB,DXB,Saturday,14,Cloudy,140.0,0.0,8.0,0,1
FL1486,AirBlue,ISB,DOH,Saturday,5,Clear,194.0,16.0,22.0,0,0
FL1487,Turkish,KHI,DXB,Thursday,5,Cloudy,153.0,12.0,4.0,0,0
FL1488,SereneAir,BKK,LHE,Monday,9,,195.0,10.0,13.0,1,0
FL1489,SereneAir,IST,BKK,Tuesday,8,Rain,157.0,29.0,27.0,0,0
FL1490,Emirates,JFK,LHR,Monday,8,Rain,196.0,25.0,19.0,0,0
FL1491,FlyJinnah,ISB,DXB,Tuesday,9,Storm,140.0,114.0,13.0,0,1
FL1492,PIA,IST,BKK,Thursday,15,Clear,178.0,27.0,10.0,0,0
FL1493,Emirates,IST,DXB,Monday,17,Clear,243.0,0.0,26.0,0,0
FL1494,Emirates,BKK,SIN,Thursday,11,Rain,146.0,41.0,8.0,1,0
FL1495,Emirates,SIN,LHR,Thursday,14,Clear,160.0,8.0,15.0,0,0
FL1496,AirBlue,ISB,LHE,Friday,7,Clear,136.0,30.0,26.0,0,1
FL1497,AirBlue,BKK,JFK,Wednesday,8,Clear,146.0,10.0,29.0,0,1
FL1498,Emirates,LHE,IST,Tuesday,11,Fog,121.0,0.0,8.0,1,1
FL1499,Emirates,ISB,LHE,Thursday,16,Clear,178.0,0.0,17.0,0,0
FL1500,PIA,LHR,IST,Sunday,9,Clear,197.0,0.0,5.0,0,0
FL1501,AirBlue,SIN,DXB,Monday,5,Cloudy,140.0,23.0,12.0,0,0
FL1502,AirBlue,LHR,SIN,Thursday,12,Clear,235.0,31.0,37.0,0,0
FL1503,FlyJinnah,ISB,DOH,Friday,9,Clear,175.0,0.0,6.0,0,1
FL1504,FlyJinnah,DOH,ISB,Tuesday,19,Clear,130.0,0.0,22.0,0,0
FL1505,Turkish,JFK,LHE,Monday,18,Clear,108.0,32.0,17.0,0,0
FL1506,FlyJinnah,KHI,IST,Friday,12,Clear,114.0,101.0,25.0,0,1
FL1507,Qatar,KHI,IST,Friday,19,Clear,225.0,20.0,26.0,0,0
FL1508,FlyJinnah,JFK,DOH,Tuesday,7,Rain,193.0,11.0,28.0,0,1
FL1509,Turkish,KHI,JFK,Friday,8,Fog,165.0,17.0,28.0,0,1
FL1510,Qatar,SIN,DOH,Thursday,9,Rain,185.0,9.0,8.0,0,0
FL1511,AirBlue,DXB,SIN,Friday,16,Cloudy,216.0,23.0,17.0,0,0
FL1512,Emirates,DOH,JFK,Thursday,9,Rain,123.0,3.0,14.0,0,0
FL1513,Turkish,JFK,DXB,Saturday,14,Storm,211.0,0.0,22.0,0,1
FL1514,FlyJinnah,LHE,ISB,Monday,11,Clear,147.0,31.0,20.0,0,1
FL1515,Turkish,IST,SIN,Wednesday,6,Storm,163.0,66.0,8.0,0,1
FL1516,FlyJinnah,JFK,IST,Wednesday,9,Clear,223.0,0.0,20.0,0,1
FL1517,AirBlue,DXB,BKK,Thursday,19,Storm,230.0,17.0,35.0,0,0
FL1518,Qatar,DOH,IST,Tuesday,19,Clear,145.0,19.0,,0,1
FL1519,Turkish,DOH,KHI,Tuesday,8,Cloudy,129.0,70.0,14.0,0,1
FL1520,AirBlue,SIN,DOH,Monday,8,Clear,164.0,16.0,29.0,0,0
FL1521,Qatar,ISB,JFK,Thursday,16,Fog,113.0,2.0,6.0,1,1
FL1522,SereneAir,DOH,LHE,Saturday,19,Rain,196.0,0.0,4.0,0,0
FL1523,Turkish,DOH,LHE,Monday,8,Cloudy,125.0,21.0,15.0,0,1
FL1524,FlyJinnah,DOH,BKK,Saturday,7,Clear,104.0,10.0,21.0,0,0
FL1525,Qatar,JFK,LHE,Tuesday,16,Clear,204.0,10.0,12.0,0,1
FL1526,FlyJinnah,DOH,BKK,Tuesday,6,Storm,165.0,15.0,17.0,0,1
FL1527,Turkish,KHI,SIN,Friday,13,Clear,187.0,28.0,13.0,0,1
FL1528,AirBlue,DXB,LHE,Thursday,17,Clear,123.0,,8.0,0,0
FL1529,PIA,JFK,IST,Sunday,8,Rain,112.0,90.0,21.0,0,1
FL1530,SereneAir,DXB,BKK,Monday,21,Rain,113.0,64.0,17.0,1,1
FL1531,Qatar,JFK,LHE,Thursday,18,Clear,161.0,35.0,12.0,0,1
FL1532,Qatar,JFK,KHI,Tuesday,7,Cloudy,160.0,10.0,,0,0
FL1533,Qatar,SIN,JFK,Sunday,16,Rain,144.0,13.0,10.0,0,1
FL1534,PIA,ISB,SIN,Friday,7,Clear,194.0,32.0,19.0,0,0
FL1535,Emirates,DOH,SIN,Monday,8,Clear,135.0,21.0,17.0,0,0
FL1536,Emirates,LHR,ISB,Sunday,13,Clear,183.0,20.0,20.0,0,1
FL1537,SereneAir,LHR,ISB,Wednesday,7,Clear,113.0,17.0,26.0,0,1
FL1538,Qatar,DXB,KHI,Monday,9,Clear,152.0,14.0,18.0,0,0
FL1539,FlyJinnah,SIN,LHR,Monday,9,Rain,192.0,0.0,16.0,0,0
FL1540,AirBlue,DXB,IST,Sunday,18,Clear,136.0,20.0,6.0,0,1
FL1541,Emirates,JFK,DOH,Sunday,5,Clear,213.0,4.0,19.0,0,0
FL1542,FlyJinnah,LHE,DXB,Saturday,11,,126.0,28.0,14.0,0,0
FL1543,SereneAir,LHE,DOH,Tuesday,7,Clear,202.0,50.0,25.0,0,1
FL1544,AirBlue,DOH,IST,Sunday,10,Clear,164.0,25.0,14.0,0,0
FL1545,Emirates,BKK,KHI,Thursday,6,Clear,187.0,14.0,13.0,0,0
